,batch,Unnamed: 0,method,time,test_accuracy,cum_remove_accuracy,batch_remove_accuracy
0,10,0,retrain,16.22901816898957,0.9682459677419356,0.6,0.6
1,20,1,retrain,16.39228993281722,0.9682459677419356,0.7,0.8
2,30,2,retrain,16.64289034716785,0.9682459677419356,0.8,1.0
3,40,3,retrain,16.849192888010293,0.96875,0.775,0.7
4,50,4,retrain,16.98821499524638,0.9682459677419356,0.8,0.9
5,60,5,retrain,16.77165417233482,0.9682459677419356,0.8333333333333334,1.0
6,70,6,retrain,16.595776482950896,0.96875,0.8428571428571429,0.9
7,80,7,retrain,16.537191546987742,0.96875,0.8625,1.0
8,90,8,retrain,16.590283379890025,0.96875,0.8666666666666667,0.9
9,100,9,retrain,16.723174737300724,0.96875,0.87,0.9
10,110,10,retrain,16.61819464713335,0.96875,0.8727272727272727,0.9
11,120,11,retrain,16.540866911876947,0.96875,0.8833333333333333,1.0
12,130,12,retrain,16.722258197143677,0.96875,0.8846153846153846,0.9
13,140,13,retrain,16.565496791619807,0.96875,0.8928571428571429,1.0
14,150,14,retrain,16.546274229884148,0.96875,0.8933333333333333,0.9
15,160,15,retrain,16.634993406012654,0.9682459677419356,0.9,1.0
16,170,16,retrain,16.530565022025257,0.9682459677419356,0.9058823529411764,1.0
17,180,17,retrain,16.598167599644512,0.9682459677419356,0.9111111111111112,1.0
18,190,18,retrain,16.78025914588943,0.9682459677419356,0.9105263157894736,0.9
19,200,19,retrain,16.55291953496635,0.9682459677419356,0.91,0.9
20,210,20,retrain,16.323539972305298,0.9682459677419356,0.9142857142857144,1.0
21,220,21,retrain,16.266135595738888,0.9682459677419356,0.9181818181818182,1.0
22,230,22,retrain,16.314308813307434,0.9682459677419356,0.9217391304347826,1.0
23,240,23,retrain,16.830016037914902,0.9682459677419356,0.925,1.0
24,250,24,retrain,16.257485742215067,0.9682459677419356,0.9279999999999999,1.0
25,260,25,retrain,16.24005988193676,0.9682459677419356,0.9192307692307692,0.9
26,270,26,retrain,16.379618715960532,0.9682459677419356,0.9222222222222224,1.0
27,280,27,retrain,16.38268722873181,0.9682459677419356,0.925,1.0
28,290,28,retrain,16.613585707265884,0.9682459677419356,0.9275862068965516,1.0
29,300,29,retrain,16.624955765902993,0.9682459677419356,0.93,1.0
30,310,30,retrain,16.801310212351382,0.9682459677419356,0.932258064516129,1.0
31,320,31,retrain,16.540889821015302,0.9682459677419356,0.934375,1.0
32,330,32,retrain,16.458889266010374,0.9682459677419356,0.9333333333333332,0.9
33,340,33,retrain,16.575540042016655,0.9682459677419356,0.9352941176470588,1.0
34,350,34,retrain,16.261719763744622,0.9682459677419356,0.9371428571428572,1.0
35,360,35,retrain,16.624535130802542,0.9682459677419356,0.9305555555555556,0.7
36,370,36,retrain,16.095398057252172,0.9682459677419356,0.9324324324324323,1.0
37,380,37,retrain,16.21923357108608,0.9682459677419356,0.9289473684210526,0.8
38,390,38,retrain,16.236969157122072,0.9682459677419356,0.9307692307692308,1.0
39,400,39,retrain,16.218763531651348,0.967741935483871,0.9325,1.0
40,410,40,retrain,16.324643149040643,0.967741935483871,0.9341463414634148,1.0
41,420,41,retrain,16.257747980766002,0.967741935483871,0.9357142857142856,1.0
42,430,42,retrain,16.349216545000672,0.967741935483871,0.9372093023255814,1.0
43,440,43,retrain,16.436403625179082,0.967741935483871,0.9363636363636364,0.9
44,450,44,retrain,16.177417297847573,0.967741935483871,0.9377777777777778,1.0
45,460,45,retrain,16.502757639624182,0.967741935483871,0.932608695652174,0.7
46,470,46,retrain,16.150839609093964,0.967741935483871,0.9319148936170212,1.0
47,480,47,retrain,16.1168265780434,0.9672379032258064,0.9291666666666668,0.8
48,490,48,retrain,15.962143369019033,0.9672379032258064,0.926530612244898,0.9
49,500,49,retrain,15.97707873210311,0.9672379032258064,0.9259999999999999,0.9
50,510,50,retrain,15.964025301858785,0.9672379032258064,0.9274509803921568,1.0
51,520,51,retrain,16.15536007611081,0.9672379032258064,0.928846153846154,1.0
52,530,52,retrain,16.142087880987674,0.9672379032258064,0.930188679245283,1.0
53,540,53,retrain,16.120629409328107,0.9672379032258064,0.9296296296296296,0.9
54,550,54,retrain,16.30842065764591,0.9672379032258064,0.9309090909090908,1.0
55,560,55,retrain,16.444841154385358,0.9672379032258064,0.9321428571428572,1.0
56,570,56,retrain,16.387254817876965,0.966733870967742,0.9333333333333332,1.0
57,580,57,retrain,16.059779684059322,0.966733870967742,0.9327586206896552,0.9
58,590,58,retrain,15.986913294997064,0.966733870967742,0.9322033898305084,0.9
59,600,59,retrain,16.245969750918448,0.966733870967742,0.9316666666666666,0.9
60,610,60,retrain,16.05553225800395,0.966733870967742,0.9327868852459016,1.0
61,620,61,retrain,16.306213459931314,0.966733870967742,0.9338709677419356,1.0
62,630,62,retrain,16.069688222371038,0.966733870967742,0.9317460317460318,0.8
63,640,63,retrain,16.114162364043295,0.966733870967742,0.9328125,1.0
64,650,64,retrain,15.901967765297739,0.966733870967742,0.933846153846154,1.0
65,660,65,retrain,15.976834808941929,0.966733870967742,0.9348484848484848,1.0
66,670,66,retrain,15.908725366927685,0.9662298387096774,0.9328358208955224,0.9
67,680,67,retrain,16.012976897880435,0.9657258064516128,0.9294117647058824,0.6
68,690,68,retrain,15.834954215213655,0.9657258064516128,0.927536231884058,1.0
69,700,69,retrain,16.323853217065338,0.9657258064516128,0.9285714285714286,1.0
70,710,70,retrain,15.95846303412691,0.9652217741935484,0.928169014084507,0.9
71,720,71,retrain,15.376580524723975,0.9657258064516128,0.9263888888888888,0.8
72,730,72,retrain,15.430672575253991,0.9657258064516128,0.9273972602739726,1.0
73,740,73,retrain,15.531268732156606,0.9657258064516128,0.9256756756756755,0.8
74,750,74,retrain,15.413677057251336,0.9657258064516128,0.9266666666666666,1.0
75,760,75,retrain,15.64384098071605,0.9657258064516128,0.9276315789473684,1.0
76,770,76,retrain,15.507232514210045,0.9657258064516128,0.9285714285714286,1.0
77,780,77,retrain,15.929234044160696,0.9657258064516128,0.9282051282051282,0.9
78,790,78,retrain,15.475514485035093,0.9652217741935484,0.9253164556962026,0.8
79,800,79,retrain,15.804687278810887,0.9652217741935484,0.92375,0.9
80,810,80,retrain,17.313465401995927,0.9652217741935484,0.9222222222222224,0.8
81,820,81,retrain,16.044698482379314,0.964717741935484,0.9231707317073172,1.0
82,830,82,retrain,15.966962069272995,0.9657258064516128,0.9228915662650602,0.9
83,840,83,retrain,15.76762996194884,0.9657258064516128,0.923809523809524,1.0
84,850,84,retrain,15.698353504762053,0.9657258064516128,0.9223529411764706,0.8
85,860,85,retrain,15.675875569228086,0.9657258064516128,0.9197674418604652,0.8
86,870,86,retrain,15.601138976868244,0.9657258064516128,0.9206896551724136,1.0
87,880,87,retrain,15.565573409199715,0.9652217741935484,0.9193181818181818,0.8
88,890,88,retrain,15.88100399915129,0.9652217741935484,0.9191011235955056,1.0
89,900,89,retrain,15.704795077908786,0.9652217741935484,0.9188888888888888,1.0
90,910,90,retrain,15.504245578777043,0.9652217741935484,0.9197802197802196,1.0
91,920,91,retrain,15.488482592161743,0.9652217741935484,0.917391304347826,0.9
92,930,92,retrain,15.609892460983248,0.9652217741935484,0.9182795698924732,1.0
93,940,93,retrain,15.5869124061428,0.9652217741935484,0.9191489361702128,1.0
94,950,94,retrain,15.756139901001005,0.964717741935484,0.9189473684210526,1.0
95,960,95,retrain,15.519791669677945,0.964717741935484,0.9197916666666668,1.0
96,970,96,retrain,15.48363687004894,0.964717741935484,0.9206185567010308,1.0
97,980,97,retrain,15.619102581869809,0.964717741935484,0.9214285714285714,1.0
98,990,98,retrain,15.450509676244108,0.964717741935484,0.9222222222222224,1.0
99,1000,99,retrain,15.563055013306439,0.964717741935484,0.922,0.9
100,1010,100,retrain,15.393278731033206,0.9652217741935484,0.9217821782178218,0.9
101,1020,101,retrain,15.498314418829978,0.9652217741935484,0.9215686274509804,0.9
102,1030,102,retrain,15.435499302111564,0.9652217741935484,0.9203883495145629,0.8
103,1040,103,retrain,15.425010925158858,0.9652217741935484,0.9201923076923076,1.0
104,1050,104,retrain,15.433286471292375,0.964717741935484,0.918095238095238,0.9
105,1060,105,retrain,15.622589583043007,0.964717741935484,0.918867924528302,1.0
106,1070,106,retrain,15.477413435932247,0.9642137096774194,0.9196261682242992,1.0
107,1080,107,retrain,15.459505513776095,0.9642137096774194,0.9203703703703704,1.0
108,1090,108,retrain,15.300856480840595,0.9642137096774194,0.9211009174311928,1.0
109,1100,109,retrain,15.7928512878716,0.9642137096774194,0.9190909090909092,0.9
110,1110,110,retrain,15.367040854878724,0.9642137096774194,0.91981981981982,1.0
111,1120,111,retrain,15.327007971704006,0.9642137096774194,0.9196428571428572,0.9
112,1130,112,retrain,15.562037948053328,0.9637096774193548,0.9194690265486726,0.9
113,1140,113,retrain,15.51867769099772,0.9637096774193548,0.9201754385964912,1.0
114,1150,114,retrain,15.307772446889429,0.9637096774193548,0.9208695652173912,1.0
115,1160,115,retrain,15.50297386199236,0.9637096774193548,0.9189655172413792,0.9
116,1170,116,retrain,16.483065636828538,0.9637096774193548,0.9170940170940172,0.8
117,1180,117,retrain,15.944879604037853,0.9637096774193548,0.9169491525423727,0.9
118,1190,118,retrain,15.680393184069546,0.9637096774193548,0.9159663865546218,0.8
119,1200,119,retrain,15.480726473033428,0.9637096774193548,0.9158333333333334,1.0
120,1210,120,retrain,15.667034375015644,0.9637096774193548,0.9140495867768595,1.0
121,1220,121,retrain,17.347624317742884,0.9637096774193548,0.9131147540983606,0.7
122,1230,122,retrain,17.39630913781002,0.9637096774193548,0.9130081300813008,1.0
123,1240,123,retrain,16.561325086280707,0.9637096774193548,0.9137096774193548,1.0
124,1250,124,retrain,15.72345635201782,0.9632056451612904,0.9136,0.9
125,1260,125,retrain,16.015263583976775,0.9632056451612904,0.911904761904762,0.9
126,1270,126,retrain,17.261717099230736,0.9627016129032258,0.9125984251968504,1.0
127,1280,127,retrain,15.54914391413331,0.9632056451612904,0.91328125,1.0
128,1290,128,retrain,11.793639020994306,0.9632056451612904,0.9131782945736434,0.9
129,1300,129,retrain,12.380966970231386,0.9621975806451613,0.9107692307692308,0.9
130,1310,130,retrain,12.204498566687107,0.9627016129032258,0.9099236641221374,0.9
131,1320,131,retrain,10.344585435930641,0.9621975806451613,0.912121212121212,1.0
132,1330,132,retrain,10.523876185994595,0.9632056451612904,0.9112781954887218,0.9
133,1340,133,retrain,10.553703153971584,0.9632056451612904,0.908955223880597,0.8
134,1350,134,retrain,10.312609716784207,0.9632056451612904,0.908148148148148,1.0
135,1360,135,retrain,10.236419200897217,0.9632056451612904,0.9080882352941176,0.9
136,1370,136,retrain,10.416090460028501,0.9632056451612904,0.9087591240875912,1.0
137,1380,137,retrain,10.354529262986032,0.9632056451612904,0.9079710144927536,0.9
138,1390,138,retrain,10.002509826794268,0.9627016129032258,0.9064748201438848,1.0
139,1400,139,retrain,10.21554807620123,0.9627016129032258,0.9092857142857144,1.0
140,1410,140,retrain,10.124338715337217,0.9627016129032258,0.9085106382978724,1.0
141,1420,141,retrain,10.204380548093466,0.9632056451612904,0.908450704225352,1.0
142,1430,142,retrain,10.0138849648647,0.9627016129032258,0.9090909090909092,1.0
143,1440,143,retrain,9.993520353920758,0.9616935483870968,0.9069444444444444,0.8
144,1450,144,retrain,10.044959799852222,0.9621975806451613,0.9062068965517242,1.0
145,1460,145,retrain,10.090480971615762,0.9621975806451613,0.9068493150684932,1.0
146,1470,146,retrain,9.953649809118359,0.9611895161290324,0.9054421768707483,0.8
147,1480,147,retrain,10.191745281219482,0.9611895161290324,0.9047297297297298,0.8
148,1490,148,retrain,9.979206678923221,0.9611895161290324,0.9053691275167786,1.0
149,1500,149,retrain,9.889086198993027,0.9611895161290324,0.904,0.8
150,1510,150,retrain,10.023010491393508,0.9611895161290324,0.9033112582781456,0.9
151,1520,151,retrain,9.993321369867774,0.9616935483870968,0.8993421052631579,0.6
152,1530,152,retrain,10.014771841000766,0.9616935483870968,0.8993464052287582,1.0
153,1540,153,retrain,10.03457665303722,0.9616935483870968,0.9,0.8
154,1550,154,retrain,9.949539629276842,0.9616935483870968,0.8993548387096775,0.9
155,1560,155,retrain,9.95354348886758,0.9616935483870968,0.8987179487179487,0.9
156,1570,156,retrain,9.963553751818836,0.9616935483870968,0.8993630573248408,1.0
157,1580,157,retrain,9.986110335681587,0.9616935483870968,0.899367088607595,1.0
158,1590,158,retrain,9.850447766948493,0.9616935483870968,0.89937106918239,0.9
159,1600,159,retrain,10.158712236676363,0.9611895161290324,0.898125,0.9
160,1610,160,retrain,10.188521097879855,0.9611895161290324,0.8987577639751553,1.0
161,1620,161,retrain,9.867564307991417,0.9611895161290324,0.8993827160493827,1.0
162,1630,162,retrain,9.906092663761227,0.9621975806451613,0.8993865030674847,0.9
163,1640,163,retrain,9.818870760966092,0.9627016129032258,0.8975609756097561,0.8
164,1650,164,retrain,9.712359998375176,0.9621975806451613,0.8963636363636364,0.9
165,1660,165,retrain,9.72450708411634,0.9621975806451613,0.8981927710843374,1.0
166,1670,166,retrain,9.863419056870043,0.9621975806451613,0.895808383233533,0.9
167,1680,167,retrain,9.930747091304509,0.9611895161290324,0.8958333333333334,0.9
168,1690,168,retrain,9.618799079209566,0.9611895161290324,0.8952662721893491,0.8
169,1700,169,retrain,10.137238415889444,0.9616935483870968,0.8941176470588236,0.9
170,1710,170,retrain,9.670259667094797,0.9611895161290324,0.8953216374269006,1.0
171,1720,171,retrain,9.645249350927768,0.9611895161290324,0.8947674418604651,0.8
172,1730,172,retrain,9.786992073990405,0.9611895161290324,0.8953757225433526,1.0
173,1740,173,retrain,9.75317654106766,0.9606854838709676,0.8971264367816092,1.0
174,1750,174,retrain,9.372122222092004,0.9611895161290324,0.8948571428571429,0.8
175,1760,175,retrain,9.298580332193524,0.9611895161290324,0.8948863636363636,1.0
176,1770,176,retrain,9.277482823003083,0.9611895161290324,0.8954802259887006,1.0
177,1780,177,retrain,9.259440118912607,0.9611895161290324,0.8960674157303371,1.0
178,1790,178,retrain,9.569003278855234,0.9611895161290324,0.8966480446927374,1.0
179,1800,179,retrain,9.238291656132787,0.9611895161290324,0.8944444444444445,0.7
180,1810,180,retrain,9.134434415958822,0.9611895161290324,0.8939226519337017,0.8
181,1820,181,retrain,9.279223886784166,0.9611895161290324,0.8934065934065935,0.8
182,1830,182,retrain,9.537717364728449,0.9611895161290324,0.8928961748633879,1.0
183,1840,183,retrain,9.398980572819712,0.9606854838709676,0.8902173913043478,0.7
184,1850,184,retrain,9.226452331990004,0.9611895161290324,0.8908108108108108,1.0
185,1860,185,retrain,8.931876685936004,0.9606854838709676,0.8903225806451613,0.9
186,1870,186,retrain,9.026397370267661,0.9606854838709676,0.8903743315508021,0.9
187,1880,187,retrain,9.353297680150716,0.9611895161290324,0.8904255319148936,0.9
188,1890,188,retrain,9.38120336830616,0.9611895161290324,0.8910052910052909,1.0
189,1900,189,retrain,9.637280346360056,0.9606854838709676,0.8915789473684209,1.0
190,1910,190,retrain,9.533957479987293,0.9606854838709676,0.8921465968586387,1.0
191,1920,191,retrain,10.029077637009324,0.9596774193548387,0.8921875,0.9
192,1930,192,retrain,9.827560485340657,0.9596774193548387,0.8911917098445595,0.9
193,1940,193,retrain,9.327944782096893,0.9596774193548387,0.8907216494845361,0.9
194,1950,194,retrain,9.280528374947608,0.9596774193548387,0.8912820512820513,1.0
195,1960,195,retrain,9.154911237768827,0.9596774193548387,0.8913265306122449,0.9
196,1970,196,retrain,9.049626830965279,0.9596774193548387,0.8908629441624365,0.9
197,1980,197,retrain,9.142118366900831,0.9596774193548387,0.8893939393939394,0.7
198,1990,198,retrain,9.05565116694197,0.9596774193548387,0.8899497487437186,1.0
199,2000,199,retrain,8.994609208777547,0.9596774193548387,0.89,1.0
200,2010,200,retrain,8.984834915958347,0.9591733870967742,0.8895522388059701,0.9
201,2020,201,retrain,8.975348264910279,0.9591733870967742,0.8896039603960396,0.9
202,2030,202,retrain,9.527467702049762,0.9591733870967742,0.8891625615763546,0.9
203,2040,203,retrain,9.176154739223419,0.9586693548387096,0.888235294117647,0.9
204,2050,204,retrain,9.25488015403971,0.9586693548387096,0.8892682926829268,1.0
205,2060,205,retrain,9.547185043804348,0.9586693548387096,0.8888349514563106,1.0
206,2070,206,retrain,9.449725650716571,0.9586693548387096,0.8879227053140096,0.9
207,2080,207,retrain,9.474665708839892,0.9586693548387096,0.8875,0.9
208,2090,208,retrain,9.386223289184274,0.9586693548387096,0.8842105263157894,0.7
209,2100,209,retrain,9.047218231949957,0.9586693548387096,0.8847619047619047,1.0
210,2110,210,retrain,9.431989203207195,0.9586693548387096,0.8848341232227488,0.9
211,2120,211,retrain,9.395784616004676,0.9586693548387096,0.8839622641509434,0.9
212,2130,212,retrain,9.033191999886183,0.9586693548387096,0.884037558685446,1.0
213,2140,213,retrain,9.385580356698485,0.9586693548387096,0.8817757009345795,0.7
214,2150,214,retrain,9.113598769996317,0.9581653225806452,0.8818604651162791,1.0
215,2160,215,retrain,9.066232128068805,0.9581653225806452,0.8805555555555555,0.9
216,2170,216,retrain,9.076153195928784,0.9576612903225806,0.8783410138248848,0.7
217,2180,217,retrain,9.097750450018793,0.9576612903225806,0.8788990825688073,1.0
218,2190,218,retrain,9.099978784099221,0.9576612903225806,0.8771689497716895,0.9
219,2200,219,retrain,9.139877555891873,0.9576612903225806,0.8777272727272727,1.0
220,2210,220,retrain,9.038060521241276,0.9576612903225806,0.8764705882352941,0.8
221,2220,221,retrain,9.02943338220939,0.9576612903225806,0.8765765765765766,1.0
222,2230,222,retrain,8.938091359101236,0.9576612903225806,0.8757847533632287,0.8
223,2240,223,retrain,9.293415071908383,0.9576612903225806,0.8754464285714286,0.9
224,2250,224,retrain,8.95122896321118,0.9576612903225806,0.8751111111111111,0.9
225,2260,225,retrain,9.227933932095766,0.9576612903225806,0.8756637168141593,1.0
226,2270,226,retrain,8.98239026311785,0.9576612903225806,0.8748898678414097,1.0
227,2280,227,retrain,9.031493613962084,0.9576612903225806,0.875438596491228,1.0
228,2290,228,retrain,9.347417697776107,0.9576612903225806,0.8755458515283843,1.0
229,2300,229,retrain,9.117834887932986,0.9576612903225806,0.8756521739130435,1.0
230,2310,230,retrain,9.084778042975811,0.9576612903225806,0.8757575757575757,1.0
231,2320,231,retrain,9.214175438974053,0.9576612903225806,0.8741379310344828,0.8
232,2330,232,retrain,9.068047421053054,0.9576612903225806,0.8738197424892704,0.9
233,2340,233,retrain,8.992473848164082,0.9576612903225806,0.8739316239316239,1.0
234,2350,234,retrain,8.934571810998024,0.9576612903225806,0.874468085106383,0.9
235,2360,235,retrain,8.935335203073917,0.9576612903225806,0.8741525423728813,1.0
236,2370,236,retrain,8.968618786893785,0.9576612903225806,0.8738396624472574,1.0
237,2380,237,retrain,8.924822031985967,0.9576612903225806,0.8747899159663866,1.0
238,2390,238,retrain,9.145875760354102,0.9576612903225806,0.8753138075313808,1.0
239,2396,239,retrain,9.044557175133377,0.957157258064516,0.8747913188647746,0.8333333333333334
